COMID,lengthKM,Tidal,SLOPE,width_bkfl_m,FNODE_,TNODE_,LPOLY_,RPOLY_,LENGTH,CANADSKEL_,CANADSKEL1,UID_V6,F_CODE,HYC,VTR,YSS,LAKEUID,NAME_EN,NOM_FR,CGNDB_EN,CGNDB_FR,CGNS_FID,DATE_E,coast,outlet
2013870,2.45682734,0,0,1.056836777,201387,201397,5,73,0.03025,204087,35335,3251105,BH140,8,0,0,0, , , , , ,2003,0,0
2013830,2.918629843,0,0,29.77982765,201383,201398,5,5,0.0353,204088,33554,5190105,VT001,0,1,0,270255, , , , , ,20060825,0,0
2013530,18.29014519,0,0,6785.794828,201353,201299,5,15,0.21371,204089,36045,5314105,VT001,0,1,0,417255,Saint John River,Rivière Saint-Jean,DAEEJ,DAEEF,7b29a997ba1f11d892e2080020a0f4c9,20061211,0,0
2013850,1.538929249,0,0,51.25064428,201385,201399,5,5,0.01673,204091,35231,3225105,BH140,8,0,0,0, , , , , ,2003,0,0
2014000,4.118999211,0,0,4.623358707,201400,201356,53,53,0.03937,204092,3192810,6199105,VT001,0,1,0,26255,Mira River,Mira River,CAZVY,CAZVY,6005d7b5afd511d892e2080020a0f4c9,20070302,0,0
2013970,0.44670202,0,0,0.25522346,201397,201401,5,73,0.00466,204093,35347,3254105,VT001,0,1,0,417255, , , , , ,2003,0,0
2013980,0.995263794,0,0,33.67375489,201398,201402,5,5,0.01305,204094,33556,5191105,VT001,0,1,0,270255, , , , , ,20060825,0,0
2013885,5.603606221,0,0,8149.964252,201388,201401,73,15,0.07475,204096,35393,499105,VT001,0,1,0,417255,Saint John River,Rivière Saint-Jean,DAEEJ,DAEEF,7b29a997ba1f11d892e2080020a0f4c9,2003,0,0
2014060,12.66875437,0,0,4.147241993,201406,201402,5,5,0.15459,204098,3191645,7509105,BH140,8,0,0,0,Aulac River,Aulac River,DADYD,DADYD,0c7a07f3849c20c39149cd9dd769eacb,20070302,0,0
2014070,0.720410411,0,0,0.380122496,201407,201408,1,5,0.00904,204099,37903,2774105,VT001,0,2,0,0, , , , , ,2003,0,1
2011890,31.5591824,0,0,41.83664301,201189,201408,5,5,0.35,204100,76552,5331105,VT001,0,1,0,255255,Petitcodiac River,Petitcodiac River,DADLO,DADLO,12767469d05511d892e2080020a0f4c9,20061211,0,0
2014090,0.627067182,0,0,0.84600417,201409,201400,53,53,0.00814,204101,3192809,6202105,VT001,0,1,0,26255, , , , , ,20070302,0,0
2014110,12.42854103,0,0,4.081594479,201411,201412,36,36,0.14612,204104,9,6704105,BH140,8,0,0,0,River Denys,River Denys,CAJJB,CAJJB,18c7d1ddaf5c11d892e2080020a0f4c9,20070302,0,0
2014130,7.037375346,0,0,2.540665496,201413,201412,36,36,0.08823,204105,11,6707105,BH140,8,0,0,0, , , , , ,20070302,0,0
2014020,0.290641411,0,0,35.07562685,201402,201414,5,5,0.00303,204106,33560,5344105,BH140,8,0,0,0, , , , , ,20070302,0,1
2014160,28.01240102,0,0,8.035208726,201416,201172,36,36,0.3173,204108,16,6708105,BH140,8,0,0,0,Southwest Mabou River,Southwest Mabou River,CBJVP,CBJVP,6a510abcafef11d892e2080020a0f4c9,20070302,0,1
2014170,0.639369851,0,0,79.45846731,201417,201405,5,1,0.00797,204109,3192782,6355105,VT001,0,2,0,0, , , , , ,20070302,0,1
2014080,0.684433718,0,0,67.69950784,201408,201418,1,5,0.00859,204111,37921,2781105,VT001,0,2,0,0, , , , , ,2003,0,1
2014200,0.66838459,0,0,0.357100277,201420,201417,5,1,0.00833,204113,3192782,6354105,VT001,0,2,0,0, , , , , ,20070302,0,1
2014210,16.50578065,0,0,5.170473567,201421,201354,53,53,0.20639,204114,93,6681105,BH140,8,0,0,0, , , , , ,20070302,0,0
2013360,13.48174796,0,0,92.82953482,201336,201422,5,5,0.16132,204115,34941,3150105,VT001,0,1,0,366255, , , , , ,2003,0,0
2014250,0.287217319,0,0,22.33294318,201425,201424,1,36,0.00378,204117,3192836,6217105,VT001,0,2,0,0, , , , , ,20070302,0,1
2014230,0.307408365,0,0,0.186913934,201423,201425,1,36,0.00407,204118,3192835,6220105,VT001,0,2,0,0, , , , , ,20070302,0,1
2014260,13.02053151,0,0,4.243006437,201426,201386,5,5,0.162,204119,33373,6919105,BH140,8,0,0,0, , , , , ,20070302,0,0
2014270,9.584765005,0,0,7948.472729,201427,201388,5,15,0.12534,204120,35582,3309105,VT001,0,1,0,417255,Saint John River,Rivière Saint-Jean,DAEEJ,DAEEF,7b29a997ba1f11d892e2080020a0f4c9,2003,0,0
2012940,15.91645526,0,0,7567.507289,201294,201427,5,15,0.19103,204121,35589,3311105,VT001,0,1,0,417255,Saint John River,Rivière Saint-Jean,DAEEJ,DAEEF,7b29a997ba1f11d892e2080020a0f4c9,2003,0,0
2014290,7.34259667,0,0,2.632184703,201429,201428,53,53,0.08314,204123,79,6656105,BH140,8,0,0,0, , , , , ,20070302,0,1
2014300,6.522092085,0,0,4.312303619,201430,201358,15,15,0.06803,204124,36490,629105,BH140,8,0,0,0, , , , , ,2003,0,0
2011980,24.79137066,0,0,164.3446532,201198,201431,5,5,0.26924,204125,35243,5266105,VT001,0,1,0,315255, , , , , ,20061025,0,0
2013990,3.952234292,0,0,53.16671643,201399,201431,5,5,0.04812,204126,35270,5267105,VT001,0,1,0,315255, , , , , ,20061025,0,0
2014320,0.579820913,0,0,162.3246716,201432,201427,15,15,0.00578,204127,35600,5176105,VT001,0,1,0,417255, , , , , ,20060825,0,0
2014330,0.222870833,0,0,0.142966087,201433,201434,5,1,0.00281,204128,3192775,6346105,VT001,0,2,0,0, , , , , ,20070302,0,1
2014340,0.222871636,0,0,33.50964176,201434,201435,5,1,0.00281,204129,3192775,6353105,VT001,0,2,0,0, , , , , ,20070302,0,1
2014360,5.57297881,0,0,2.091676415,201436,201437,5,5,0.07283,204131,3192786,6326105,BH140,8,0,0,0, , , , , ,20070302,0,0
2014380,3.652782108,0,0,72.10870145,201438,201417,5,5,0.04422,204132,3192790,6325105,VT001,0,1,0,220255,Philip River,Philip River,CBDNW,CBDNW,e8bcb45dafd711d892e2080020a0f4c9,20070302,0,0
2014370,0.393980895,0,0,0.574301264,201437,201438,5,5,0.00536,204133,3192787,6324105,VT001,0,1,0,220255, , , , , ,20070302,0,0
2014390,4.675527133,0,0,19.5057878,201439,201425,36,36,0.06072,204134,3192834,6295105,VT001,0,1,0,1516255,River Denys,River Denys,CAJJB,CAJJB,18c7d1ddaf5c11d892e2080020a0f4c9,20070302,0,0
2014400,0.389388249,0,0,0.568715837,201440,201441,53,53,0.00528,204135,3192807,6205105,VT001,0,1,0,26255, , , , , ,20070302,0,0
2014410,3.124153239,0,0,1.80889153,201441,201400,53,53,0.03063,204136,3192808,6204105,VT001,0,1,0,26255,Mira River,Mira River,CAZVY,CAZVY,6005d7b5afd511d892e2080020a0f4c9,20070302,0,0
2014430,7.800718952,0,0,2.768374713,201443,201440,53,53,0.08664,204138,82,6672105,BH140,8,0,0,0, , , , , ,20070302,0,0
2014440,1.673933684,0,0,1.936296139,201444,201430,15,15,0.01724,204139,36533,634105,VT001,0,1,0,570255, , , , , ,2003,0,0
2014450,18.81923965,0,0,5.767817177,201445,201234,5,5,0.19251,204140,3191652,5308105,BH140,8,0,0,0, , , , , ,20061211,0,0
2014460,12.95099582,0,0,4.224111224,201446,201419,36,36,0.16346,204141,19,7661105,BH140,8,0,0,0, , , , , ,20070418,0,1
2014310,1.923587755,0,0,265.2782811,201431,201447,5,5,0.02082,204142,35282,5268105,VT001,0,1,0,315255, , , , , ,20061025,0,0
2014480,0.851529619,0,0,1.091773939,201448,201444,15,15,0.01061,204143,36553,637105,VT001,0,1,0,570255, , , , , ,2003,0,0
2014120,9.563256914,0,0,12.54749729,201412,201439,36,36,0.11829,204145,10,6706105,BH140,8,0,0,0,River Denys,River Denys,CAJJB,CAJJB,18c7d1ddaf5c11d892e2080020a0f4c9,20070302,0,0
2014540,12.11554525,0,0,3.995738139,201454,201361,15,15,0.14265,204149,36321,609105,BH140,8,0,0,0, , , , , ,2003,0,0
2013860,10.7213924,0,0,11.04611655,201386,201457,5,5,0.1256,204151,33629,6939105,BH140,8,0,0,0, , , , , ,20070302,0,1
2014580,4.255941947,0,0,1.670700377,201458,201459,15,15,0.04418,204153,36470,627105,BH140,8,0,0,0, , , , , ,2003,0,0
2014620,27.50219147,0,0,7.913038962,201462,201354,53,53,0.33419,204156,98,6687105,BH140,8,0,0,0,Salmon River,Salmon River,CBGZJ,CBGZJ,e7cb70e5afe911d892e2080020a0f4c9,20070302,0,0
2014650,4.212546014,0,0,1.656489284,201465,201464,5,5,0.05516,204158,3192739,6266105,BH140,8,0,0,0, , , , , ,20070302,0,1
2014680,3.307361053,0,0,1.353999733,201468,201459,15,15,0.04066,204161,36469,626105,BH140,8,0,0,0, , , , , ,2003,0,0
2014720,0.213830678,0,0,0.138116007,201472,201470,5,1,0.00219,204165,36988,2469105,VT001,0,2,0,0, , , , , ,2003,0,1
2014590,1.226133534,0,0,2.264740198,201459,201473,15,15,0.01172,204166,36514,633105,BH140,8,0,0,0, , , , , ,2003,0,0
2014740,6.432975517,0,0,43.99371807,201474,201470,5,5,0.08602,204167,3192075,6399105,VT001,0,1,0,204255, , , , , ,20070302,0,1
2014750,0.214758693,0,0,0.138615441,201475,201472,5,1,0.0022,204168,36990,2470105,VT001,0,2,0,0, , , , , ,2003,0,1
2014760,0.210169373,0,0,0.136142047,201476,201477,5,5,0.00287,204169,3192779,6321105,VT001,0,1,0,217255, , , , , ,20070302,0,0
2014770,5.068258032,0,0,28.84714266,201477,201434,5,5,0.05461,204170,3192780,6318105,VT001,0,1,0,217255,Pugwash River,Pugwash River,CBEWV,CBEWV,b8cae410afe711d892e2080020a0f4c9,20070302,0,0
2014780,7.590404379,0,0,143.0985674,201478,201432,15,15,0.09049,204171,35797,541105,BH140,8,0,0,0,Oromocto River,Oromocto River,DATWN,DATWN,0c803390849c20c3b25c26ef7b645fbd,2003,0,0
2014810,12.51524072,0,0,4.105312653,201481,201409,53,53,0.14262,204174,92,6680105,BH140,8,0,0,0, , , , , ,20070302,0,0
2014820,0.927081316,0,0,139.7003696,201482,201478,15,15,0.01009,204175,35820,543105,VT001,0,1,0,463255,Oromocto River,Oromocto River,DATWN,DATWN,0c803390849c20c3b25c26ef7b645fbd,2003,0,0
2014830,7.022074669,0,0,2.536060474,201483,201448,15,15,0.07447,204176,36678,657105,BH140,8,0,0,0, , , , , ,2003,0,0
2014470,4.778259255,0,0,272.004697,201447,201487,5,5,0.05227,204179,35368,3256105,BH140,8,0,0,0, , , , , ,2003,0,0
2014900,3.666883398,0,0,23.90486746,201490,201477,5,5,0.04541,204182,3192778,6331105,VT001,0,1,0,217255,Pugwash River,Pugwash River,CBEWV,CBEWV,b8cae410afe711d892e2080020a0f4c9,20070302,0,0
2014870,1.14973552,0,0,287.3187631,201487,201491,5,5,0.01335,204183,35389,3261105,VT001,0,1,0,420255, , , , , ,2003,0,0
2014960,2.603986859,0,0,132.8545682,201496,201482,15,15,0.02841,204187,35897,556105,BH140,8,0,0,0,Oromocto River,Oromocto River,DATWN,DATWN,0c803390849c20c3b25c26ef7b645fbd,2003,0,0
2014970,16.83447043,0,0,5.2561519,201497,201382,5,5,0.18898,204188,3191519,6926105,BH140,8,0,0,0,Shinimicas River,Shinimicas River,CBINR,CBINR,7bbfb1e7afed11d892e2080020a0f4c9,20070302,0,0
2014980,1.139722225,0,0,0.557150647,201498,201499,53,53,0.01221,204189,86,6676105,BH140,8,0,0,0, , , , , ,20070302,0,0
2015010,0.339264599,0,0,0.202924524,201501,201502,53,53,0.00368,204191,2,6693105,BH140,8,0,0,0, , , , , ,20070302,0,0
2014730,4.323922859,0,0,4.543084028,201473,201503,15,15,0.04622,204192,36627,650105,VT001,0,1,0,572255, , , , , ,2003,0,0
2014910,2.281307089,0,0,291.2130296,201491,201508,5,5,0.02486,204196,35444,3272105,BH140,8,0,0,0, , , , , ,2003,0,0
2015080,0.276008539,0,0,298.4159478,201508,201509,5,5,0.00377,204197,35448,3275105,VT001,0,1,0,417255, , , , , ,2003,0,0
2014010,17.32745317,0,0,8268.143151,201401,201509,5,15,0.21204,204198,35449,3276105,VT001,0,1,0,417255,Saint John River,Rivière Saint-Jean,DAEEJ,DAEEF,7b29a997ba1f11d892e2080020a0f4c9,2003,0,0
2015100,1.21935329,0,0,0.589412907,201510,201496,15,15,0.01337,204199,35955,563105,BH140,8,0,0,0, , , , , ,2003,0,0
2015140,9.287362482,0,0,55.11733777,201514,201438,5,5,0.09893,204202,3192789,6380105,VT001,0,1,0,220255,Philip River,Philip River,CBDNW,CBDNW,e8bcb45dafd711d892e2080020a0f4c9,20070302,0,0
2015150,0.662316905,0,0,80.69203962,201515,201507,1,5,0.00704,204203,3192093,5582105,VT001,0,2,0,0, , , , , ,20070302,0,1
2015160,6.311500093,0,0,2.320284157,201516,201500,5,5,0.0787,204204,3192738,6260105,BH140,8,0,0,0, , , , , ,20070302,0,1
2015030,0.780990985,0,0,8.004917108,201503,201517,15,15,0.00777,204205,36644,653105,BH140,8,0,0,0, , , , , ,2003,0,0
2015190,27.59407172,0,0,7.935067371,201519,201518,5,5,0.33391,204206,3191514,6948105,BH140,8,0,0,0,Nappan River,Nappan River,CBBAS,CBBAS,2654e71aafd611d892e2080020a0f4c9,20070302,0,0
2014990,2.142274702,0,0,2.355568128,201499,201523,53,53,0.02411,204210,3192806,6213105,VT001,0,1,0,45255, , , , , ,20070302,0,0
2015250,0.75401176,0,0,0.394843798,201525,201515,1,5,0.00801,204212,3192093,5586105,VT001,0,2,0,0, , , , , ,20070302,0,1
2015230,0.468801036,0,0,3.129773723,201523,201528,53,53,0.00552,204216,114,6223105,BH140,8,0,0,0, , , , , ,20070302,0,1
2015180,1.605403147,0,0,1.852104897,201518,201530,5,5,0.01943,204218,3192095,5579105,VT001,0,1,0,290255,Nappan River,Nappan River,CBBAS,CBBAS,2654e71aafd611d892e2080020a0f4c9,20070302,0,0
2015300,3.240664226,0,0,73.18988599,201530,201515,5,5,0.04292,204219,3192094,5578105,VT001,0,1,0,290255,Maccan River,Maccan River,CAWEN,CAWEN,65246b58af8b11d892e2080020a0f4c9,20070302,0,0
2015330,5.676723286,0,0,2.124081186,201533,201534,53,53,0.06707,204222,97,6685105,BH140,8,0,0,0, , , , , ,20070302,0,0
2015350,0.262764682,0,0,0.163998451,201535,201536,5,1,0.00296,204223,3192754,6141105,VT001,0,2,0,0, , , , , ,20070302,0,1
2015370,3.123521447,0,0,1.290972059,201537,201534,53,53,0.03685,204224,96,6684105,BH140,8,0,0,0, , , , , ,20070302,0,0
2015360,0.284979138,0,0,21.57412235,201536,201538,5,1,0.00321,204225,3192754,6139105,VT001,0,2,0,0, , , , , ,20070302,0,1
2015420,10.81776206,0,0,33.41851976,201542,201474,5,5,0.12583,204229,33340,6910105,BH140,8,0,0,0,Wallace River,Wallace River,CBNJW,CBNJW,6b825aa7aff611d892e2080020a0f4c9,20070302,0,0
2015440,0.351375175,0,0,59.39580661,201544,201543,1,5,0.00479,204231,38005,2802105,VT001,0,2,0,0, , , , , ,2003,0,1
2015450,0.316456185,0,0,0.191488208,201545,201544,1,5,0.00431,204232,38013,2803105,VT001,0,2,0,0, , , , , ,2003,0,1
2015460,15.43379861,0,0,4.889030667,201546,201547,36,36,0.17948,204234,21,6714105,BH140,8,0,0,0,River Inhabitants,River Inhabitants,CARLC,CARLC,ff9de2a4af6e11d892e2080020a0f4c9,20070302,0,0
2015490,3.41499407,0,0,1.39062869,201549,201550,5,5,0.04534,204236,3192878,5591105,BH140,8,0,0,0, , , , , ,20070302,0,0
2015510,10.80605961,0,0,3.632389421,201551,201552,36,36,0.1219,204237,23,6716105,BH140,8,0,0,0, , , , , ,20070302,0,0
2015520,2.173265329,0,0,3.649266964,201552,201547,36,36,0.02775,204241,22,6715105,BH140,8,0,0,0, , , , , ,20070302,0,0
2015560,0.352478834,0,0,6.524231355,201556,201554,5,1,0.00378,204242,38352,7745105,VT001,0,2,0,0, , , , , ,20070515,0,1
2015570,26.72704133,0,0,7.726703039,201557,201558,5,5,0.2908,204243,34953,3148105,BH140,8,0,0,0, , , , , ,2003,0,0
2015610,10.04860666,0,0,3.418895933,201561,201540,5,5,0.13213,204246,3191516,6909105,BH140,8,0,0,0, , , , , ,20070302,0,1
2015620,4.803638631,0,0,18.64851045,201562,201536,5,5,0.05981,204247,3192756,6142105,VT001,0,1,0,1527255,River John,River John,CASFA,CASFA,bb57e5c1af6f11d892e2080020a0f4c9,20070302,0,0
2015630,0.752304344,0,0,0.394098425,201563,201556,5,1,0.00845,204248,38364,8028105,VT001,0,2,0,0, , , , , ,20080103,0,1
2015640,2.303854597,0,0,5.855105809,201564,201556,5,5,0.02984,204249,76551,5336105,VT001,0,1,0,328255,Crooked Creek,Crooked Creek,DAANV,DAANV,0c790339849c20c3044c745bbecab2bf,20061211,0,0
2015650,4.214399415,0,0,4.140267718,201565,201564,5,5,0.05015,204250,76551,5337105,VT001,0,1,0,328255,Crooked Creek,Crooked Creek,DAANV,DAANV,0c790339849c20c3044c745bbecab2bf,20061211,0,0
2015660,7.19886182,0,0,40.28770544,201566,201514,5,5,0.08652,204251,34034,6925105,BH140,8,0,0,0,Philip River,Philip River,CBDNW,CBDNW,e8bcb45dafd711d892e2080020a0f4c9,20070302,0,0
2015580,0.979062394,0,0,1.877425015,201558,201568,5,5,0.01138,204253,34953,3153105,BH140,8,0,0,0,Kennebecasis River,Kennebecasis River,DBBTD,DBBTD,0c827d5d849c20c3aeebb3f8d5fab268,2003,0,0
2015340,5.156680994,0,0,7.49864465,201534,201569,53,53,0.06049,204254,102,6689105,BH140,8,0,0,0, , , , , ,20070302,0,1
2015710,3.236849059,0,0,65.14213923,201571,201530,5,5,0.03213,204256,3192096,5615105,VT001,0,1,0,290255,Maccan River,Maccan River,CAWEN,CAWEN,65246b58af8b11d892e2080020a0f4c9,20070302,0,0
2015720,19.3190637,0,0,5.89522047,201572,201565,5,5,0.22709,204257,34333,5313105,BH140,8,0,0,0,Crooked Creek,Crooked Creek,DAANV,DAANV,0c790339849c20c3044c745bbecab2bf,20061211,0,0
2015750,9.343714113,0,0,3.217797402,201575,201522,5,5,0.12121,204260,3192737,6284105,BH140,8,0,0,0, , , , , ,20070302,0,1
2015760,12.51449594,0,0,4.105109022,201576,201574,53,53,0.15057,204261,107,6691105,BH140,8,0,0,0,Middle River Framboise,Middle River Framboise,CAZGA,CAZGA,ed0c3f84afd411d892e2080020a0f4c9,20070302,0,1
2015020,6.045870524,0,0,5.593159049,201502,201577,53,53,0.06379,204262,3192805,6216105,VT001,0,1,0,54255, , , , , ,20070302,0,0
2015800,0.336498493,0,0,0.201544565,201580,201581,5,1,0.00449,204264,3192765,6401105,VT001,0,2,0,0, , , , , ,20070302,0,1
2015820,2.149700279,0,0,16.34521649,201582,201562,5,5,0.02501,204265,3191435,6882105,BH140,8,0,0,0,River John,River John,CASFA,CASFA,bb57e5c1af6f11d892e2080020a0f4c9,20070302,0,0
2015810,0.321200834,0,0,16.67748004,201581,201583,5,1,0.00429,204266,3192765,6343105,VT001,0,2,0,0, , , , , ,20070302,0,1
2015860,6.50594693,0,0,9.101573329,201586,201566,5,5,0.08412,204270,3191522,6935105,BH140,8,0,0,0, , , , , ,20070302,0,0
2014220,20.31228157,0,0,109.3662653,201422,201587,5,5,0.22538,204271,35561,3298105,VT001,0,1,0,366255, , , , , ,2003,0,0
2015870,0.528921269,0,0,129.2748297,201587,201588,5,5,0.00719,204272,35573,3301105,VT001,0,1,0,366255, , , , , ,2003,0,0
2015920,1.593915595,0,0,61.34883715,201592,201571,5,5,0.01692,204275,33885,6957105,BH140,8,0,0,0,Maccan River,Maccan River,CAWEN,CAWEN,65246b58af8b11d892e2080020a0f4c9,20070302,0,0
2015930,1.019970745,0,0,15.1208961,201593,201581,5,5,0.01003,204276,3192770,6342105,VT001,0,1,0,1526255,Waughs River,Waughs River,CBNPK,CBNPK,72616297aff611d892e2080020a0f4c9,20070302,0,0
2015960,2.083369396,0,0,16.30552996,201596,201568,5,5,0.02348,204279,34991,3163105,BH140,8,0,0,0, , , , , ,2003,0,0
2015970,0.2510378,0,0,11.46503589,201597,201593,5,5,0.00331,204280,3192768,6341105,VT001,0,1,0,1526255, , , , , ,20070302,0,0
2015880,0.594479985,0,0,129.8643506,201588,201598,5,5,0.00707,204281,35583,3310105,VT001,0,1,0,417255, , , , , ,2003,0,0
2015990,14.02462587,0,0,4.514031071,201599,201552,36,36,0.16785,204284,25,6719105,BH140,8,0,0,0, , , , , ,20070302,0,0
2016000,0.880347229,0,0,3.904114248,201600,201592,5,5,0.01057,204285,3192877,5618105,BH140,8,0,0,0, , , , , ,20070302,0,0
2016020,12.49354744,0,0,15.67868903,201602,201490,5,5,0.14062,204287,33431,7548105,BH140,8,0,0,0,Pugwash River,Pugwash River,CBEWV,CBEWV,b8cae410afe711d892e2080020a0f4c9,20070302,0,0
2016050,2.852899405,0,0,1.197048982,201605,201586,5,5,0.03386,204290,3191523,6936105,BH140,8,0,0,0, , , , , ,20070302,0,0
2016060,2.244004191,0,0,0.979961203,201606,201607,15,15,0.02784,204291,36712,661105,BH140,8,0,0,0, , , , , ,2003,0,0
2016080,4.80322494,0,0,1.847942067,201608,201607,15,15,0.05442,204292,36713,662105,BH140,8,0,0,0, , , , , ,2003,0,0
2016090,10.309244,0,0,3.492651165,201609,201494,5,5,0.11424,204293,3192736,6273105,BH140,8,0,0,0, , , , , ,20070302,0,1
2016110,3.250751785,0,0,1.334655449,201611,201602,5,5,0.04272,204296,33431,7547105,BH140,8,0,0,0, , , , , ,20070302,0,0
2015980,2.114508213,0,0,130.7244151,201598,201612,5,5,0.0251,204297,35641,3329105,VT001,0,1,0,417255, , , , , ,2003,0,0
2015090,10.49653349,0,0,8756.189661,201509,201612,5,15,0.1199,204298,35642,3330105,VT001,0,1,0,417255,Saint John River,Rivière Saint-Jean,DAEEJ,DAEEF,7b29a997ba1f11d892e2080020a0f4c9,2003,0,0
2016130,2.96605956,0,0,7.991461366,201613,201597,5,5,0.0356,204299,3192759,6350105,BH140,8,0,0,0, , , , , ,20070302,0,0
2016140,3.894171631,0,0,24.61360427,201614,201566,5,5,0.04156,204300,34034,6934105,BH140,8,0,0,0,Philip River,Philip River,CBDNW,CBDNW,e8bcb45dafd711d892e2080020a0f4c9,20070302,0,0
2015170,7.959954186,0,0,10.40334896,201517,201615,15,15,0.08038,204302,36870,680105,VT001,0,1,0,597255, , , , , ,2003,0,0
2016160,2.72566389,0,0,2.879236816,201616,201600,5,5,0.03347,204303,3192852,5547105,VT001,0,1,0,301255, , , , , ,20070302,0,0
2015680,7.120323572,0,0,21.42284218,201568,201617,5,5,0.08776,204304,35985,3206105,BH140,8,0,0,0,Kennebecasis River,Kennebecasis River,DBBTD,DBBTD,0c827d5d849c20c3aeebb3f8d5fab268,2003,0,0
2016180,45.76166602,0,0,12.09647776,201618,201238,5,5,0.5013,204305,34715,8036105,BH140,8,0,0,0,Pollett River,Pollett River,DAPAP,DAPAP,ac05dc8fc6cd11d892e2080020a0f4c9,20080205,0,0
2016190,3.65623953,0,0,3.677905756,201619,201593,5,5,0.04304,204306,3192769,6352105,VT001,0,1,0,1526255,Waughs River,Waughs River,CBNPK,CBNPK,72616297aff611d892e2080020a0f4c9,20070302,0,0
2016200,6.453393248,0,0,52.0016821,201620,201544,5,5,0.06926,204307,3192853,5568105,VT001,0,1,0,297255,River Hébert,River Hébert,CAQBK,CAQBK,616b2f01af6d11d892e2080020a0f4c9,20070302,0,0
2016220,11.78854283,0,0,3.905644166,201622,201613,5,5,0.15177,204309,3192757,6328105,BH140,8,0,0,0, , , , , ,20070302,0,0
2016230,14.30399843,0,0,4.588856175,201623,201624,15,15,0.17944,204310,35880,553105,BH140,8,0,0,0, , , , , ,2003,0,0
2016240,3.902084483,0,0,3.882907073,201624,201625,15,15,0.05051,204311,35748,537105,VT001,0,1,0,451255, , , , , ,2003,0,0
2016260,1.289507462,0,0,1.542941681,201626,201615,15,15,0.0149,204312,36912,690105,VT001,0,1,0,597255, , , , , ,2003,0,0
2016270,2.533929458,0,0,1.084409694,201627,201602,5,5,0.02759,204313,3191652,6358105,BH140,8,0,0,0,Pugwash River,Pugwash River,CBEWV,CBEWV,b8cae410afe711d892e2080020a0f4c9,20070302,0,0
2016120,2.265978372,0,0,9037.343403,201612,201629,5,15,0.02503,204315,35727,3344105,VT001,0,1,0,417255,Saint John River,Rivière Saint-Jean,DAEEJ,DAEEF,7b29a997ba1f11d892e2080020a0f4c9,2003,0,0
2016250,0.756617737,0,0,5.133678556,201625,201629,15,15,0.00972,204316,35748,534105,VT001,0,1,0,417255, , , , , ,2003,0,0
2016150,2.659551019,0,0,17.21593066,201615,201630,15,15,0.03304,204317,36878,684105,VT001,0,1,0,597255, , , , , ,2003,0,0
2016310,2.36641797,0,0,3.917665792,201631,201613,5,5,0.02773,204318,3192758,6323105,BH140,8,0,0,0, , , , , ,20070302,0,0
2016350,26.01366155,0,0,7.554419482,201635,201548,5,5,0.32845,204322,3191436,6891105,BH140,8,0,0,0,Big Caribou River,Big Caribou River,CACZT,CACZT,1ef3b436af4d11d892e2080020a0f4c9,20070302,0,1
2016370,1.313939317,0,0,0.627282509,201637,201626,15,15,0.01557,204325,36927,692105,VT001,0,1,0,597255, , , , , ,2003,0,0
2016380,7.40323188,0,0,10.136426,201638,201596,5,5,0.09434,204326,35008,3170105,BH140,8,0,0,0, , , , , ,2003,0,0
2015470,7.330204214,0,0,10.67242111,201547,201639,36,36,0.07705,204327,24,6718105,BH140,8,0,0,0,River Inhabitants,River Inhabitants,CARLC,CARLC,ff9de2a4af6e11d892e2080020a0f4c9,20070302,0,0
2016410,16.51296426,0,0,5.17234911,201641,201640,53,53,0.203,204329,110,6695105,BH140,8,0,0,0, , , , , ,20070302,0,1
2016420,49.69857439,0,0,12.95786124,201642,201558,5,5,0.5967,204330,3191556,3147105,BH140,8,0,0,0,Kennebecasis River,Kennebecasis River,DBBTD,DBBTD,0c827d5d849c20c3aeebb3f8d5fab268,2003,0,0
2016450,0.399364208,0,0,87.41969891,201645,201643,5,1,0.0044,204333,36656,2293105,VT001,0,2,0,0, , , , , ,2003,0,1
2016470,8.896253552,0,0,23.12616122,201647,201542,5,5,0.09521,204335,33340,7708105,BH140,8,0,0,0,Wallace River,Wallace River,CBNJW,CBNJW,6b825aa7aff611d892e2080020a0f4c9,20070418,0,0
2016480,0.401591033,0,0,0.233552558,201648,201645,5,1,0.00443,204336,36660,2294105,VT001,0,2,0,0, , , , , ,2003,0,1
2016490,0.227227675,0,0,21.16721326,201649,201647,5,5,0.00241,204337,33340,7707105,BH140,8,0,0,0,Wallace River,Wallace River,CBNJW,CBNJW,6b825aa7aff611d892e2080020a0f4c9,20070418,0,0
2016520,16.27705448,0,0,5.110684861,201652,201653,15,15,0.18376,204339,36551,636105,BH140,8,0,0,0,Yoho Stream,Yoho Stream,DAWPS,DAWPS,0c812d2f849c20c3796e1672c32d3ba8,2003,0,0
2016550,16.96550751,0,0,5.290230959,201655,201639,36,36,0.20519,204342,27,6722105,BH140,8,0,0,0, , , , , ,20070302,0,0
2015500,15.62196859,0,0,12.33928458,201550,201656,5,5,0.19727,204343,33953,2834105,BH140,8,0,0,0, , , , , ,2003,0,0
2016560,6.334792148,0,0,47.65188888,201656,201592,5,5,0.06997,204344,33963,6961105,BH140,8,0,0,0,Maccan River,Maccan River,CAWEN,CAWEN,65246b58af8b11d892e2080020a0f4c9,20070302,0,0
