FROMCOMID,TOCOMID
9683938,9683942
0,9684518
9684518,9683938
9683944,9683942
0,9684520
9684520,9683944
0,9679776
9679776,9679774
9679786,9679784
0,9683960
9683960,9679786
0,9683964
9683964,9684428
9684428,9683976
9683976,9683986
9684450,9683988
9684452,9684450
0,9683996
9683996,9684452
9683988,9684548
9684426,9683968
0,9683946
9683946,9684426
9683968,9683974
9683966,9684438
9684438,9684434
0,9683992
9683992,9683966
0,9683990
9683990,9683966
0,9683950
9683950,9683954
0,9683972
9683972,9683956
9684016,9684468
0,9684524
9684524,9684016
0,9684020
9684020,9684014
9684004,9684000
9684014,9684462
9684462,9684004
9684456,9683998
0,9684010
9684010,9684006
9683998,9683984
9684006,9684458
9684458,9684456
9681614,9681612
9681612,9679856
9679816,9679782
9679856,9681610
9681608,9679816
9681610,9681608
0,9680114
9680114,9681614
0,9679876
9679876,9681088
9679714,9681082
0,9679826
9679826,9679714
0,9679748
9679748,9681080
9681426,9681424
0,9681056
9681056,9681054
