FROMCOMID,TOCOMID
4536265,4536263
4536263,4536253
4536253,4536247
4535911,4536265
4536247,4536245
4532453,4532981
4532607,4532629
4532629,4532631
4532649,4539629
4539621,8378469
4539619,4539621
4539629,4539619
4532149,4532227
4532227,4539819
4539819,4532789
4532061,4532099
4535587,4535911
0,4535605
4535605,4535587
4533957,4534373
4531945,4531947
4539975,4539663
4539663,4539553
4539663,4532017
4532027,4532029
4532987,4532985
4532989,4532987
4532873,4532989
4532011,4532873
4532029,4532043
4532017,4532987
4532789,4532829
4532161,4532215
4532887,4532607
4532571,4539905
4539905,4532929
4532399,4532571
4532883,4532917
4532981,4532885
4532885,4532883
4532275,4539833
4539833,4532283
4532283,4532911
4532911,4532909
4532959,4532319
4532319,4532839
4539831,4532829
4532261,4539831
4532475,4532421
4539875,4532475
4532421,4532823
4532823,4539939
4532043,4532051
4531819,4539649
4539649,4532027
4531817,4530991
4531817,4530985
4531993,4532801
4532801,4539935
4539935,4532799
4531987,4531993
4532799,4532795
4531977,4531979
4531991,4539771
4532773,4531991
4531979,4532773
4539771,4531987
4531783,4539541
4539541,4539973
4539973,4532895
4539973,4531929
4532997,4530677
4531947,4532953
4528233,4528239
4532257,4532781
4532781,4532281
4532167,4532949
4532881,4532879
4532101,4532881
4534347,4534351
4534347,4533803
4529673,4529699
4529105,4529755
4529755,4529635
4529643,4529649
4529649,4529671
4529641,4529643
4529671,4529673
4529721,4539971
4539971,4529723
4529757,4529591
4534309,4534325
4534309,4534329
4533641,4533647
4534765,4534377
4534765,4533957
4532095,4532101
4534661,4532095
4539757,4534661
4534691,4534693
0,4535423
4535423,4531649
4531649,4531627
0,4529505
4529505,4533631
4533631,4529619
4529619,4529501
0,4529525
4529525,4533701
4533701,4534471
4534471,4534479
0,4530607
4530607,4530575
4535989,8379287
4536111,4536033
4535607,4535939
4536197,4536199
4535939,4536197
4535881,4539715
4535555,4535881
4539715,4536121
4536121,4539621
4536245,4535555
4536127,4532649
4539721,4539719
4539719,4539717
4539717,4536127
4535907,4535537
4535899,4539727
4535909,4535907
4535537,4535901
4535547,4535909
4535901,4535899
4539675,4535865
4535479,4535867
0,4535497
4535497,4535479
4535865,4536297
4535867,4539675
4535477,4539677
0,4535501
4535501,4535477
4536077,4539707
0,4535425
4535425,4536077
4539707,4535843
4535999,4539669
4539699,4535999
4535517,4535913
4535513,4535905
4535913,4535513
4535491,4535991
0,4535485
4535485,4535491
4535991,4535993
4536169,4535841
4539725,4536169
4535441,4535857
0,4535437
4535437,4535441
4539919,4532665
4532665,4532651
4532651,4532639
4535845,4532681
4532675,4539925
4532681,4532675
4535875,4535845
4535433,4539597
4539597,4532697
4531549,4532975
4532975,4532977
0,4531547
4531547,4531549
4532427,4539865
0,4532855
4532855,4532899
4532899,4532427
4531397,4539871
4539871,4532457
4532457,4539859
4531315,4531871
4531315,4531311
4532089,4532985
4534629,4532089
4534409,4534629
4534787,4533987
4533913,4533923
0,4529473
4529473,4533641
0,4529285
4529285,4529381
4529381,4529727
4529075,4529073
0,4528935
4528935,4528931
0,4530855
4530855,4539975
4531095,4532143
4532143,4532935
4532935,4532293
4532137,4531095
4532939,4532137
4531731,4530535
4528313,4531731
4530773,4530769
4530773,4530779
4532157,4532161
0,4531081
4531081,4531097
4531097,4532157
4539807,4532227
4532151,4539807
0,4531827
4531827,4532105
4532105,4532151
0,4531203
4531203,4532191
4532191,4532189
4532191,4532251
4531227,4532915
4532915,4532817
0,4532729
4532729,4531227
4531231,4532183
4532183,4532907
4532343,4532471
4532471,4532981
4532863,4532343
4532865,4532863
4539793,4533007
4532113,4539793
4533007,4532123
4532539,4539897
4532641,4539629
4539897,4532641
25035785,4528929
4539967,4529697
4529693,4539967
4529697,4539969
4539969,4529703
0,4528411
4528411,4528929
4528929,4528931
4529631,4529633
4529633,4529043
4529629,4529633
4529717,4529349
4529715,4529717
4529713,4529717
4529711,4529715
4529709,4529715
4534519,4534511
4534513,4534511
4534511,4534309
4534503,4534513
4534501,4534513
4534657,4534641
4534645,4533901
4534643,4534641
4534641,4534645
4534637,4534645
4534625,4534637
4534623,4534637
4534611,4534623
4534609,4534623
4535963,4535957
4535961,4535959
4535959,4535957
4535957,4535951
4535955,4535951
4535953,4535959
4535951,4535591
4535941,4535933
4535933,4535545
4535931,4535933
4535897,4535887
4535889,4535887
4535887,4535469
4535855,4535849
4535853,4535849
4535849,4535421
4535861,4532695
