FNODE_,FNODE_,type,WSCSSDANAM,,,,WSCSDANAME,WSCMDANAME,OCEAN
2008010,2008010,outlet,Indian,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2011000,2011000,outlet,Baddeck,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2010950,2010950,outlet,Baddeck,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2011690,2011690,outlet,Baddeck,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2012050,2012050,outlet,Baddeck,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2012570,2012570,outlet,Baddeck,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2008820,2008820,outlet,Denys,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2010940,2010940,outlet,Denys,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2011970,2011970,outlet,Denys,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2012810,2012810,outlet,Denys,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2013120,2013120,outlet,Denys,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2013400,2013400,outlet,Denys,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2014250,2014250,outlet,Denys,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2014230,2014230,outlet,Denys,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2016840,2016840,outlet,Denys,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2016950,2016950,outlet,Grand,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2017600,2017600,outlet,Grand,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2017610,2017610,outlet,Grand,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2017770,2017770,outlet,Grand,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2018780,2018780,outlet,Grand,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2018800,2018800,outlet,Grand,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2009430,2009430,outlet,Mira,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2009520,2009520,outlet,Mira,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2010150,2010150,outlet,Mira,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2010450,2010450,outlet,Mira,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2010470,2010470,outlet,Mira,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2010480,2010480,outlet,Mira,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2010720,2010720,outlet,Mira,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2011280,2011280,outlet,Mira,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2011480,2011480,outlet,Mira,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2011490,2011490,outlet,Mira,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2011560,2011560,outlet,Mira,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2011710,2011710,outlet,Mira,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2012040,2012040,outlet,Mira,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2012270,2012270,outlet,Mira,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2013200,2013200,outlet,Mira,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2013930,2013930,outlet,Mira,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2014290,2014290,outlet,Mira,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2015230,2015230,outlet,Mira,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2015340,2015340,outlet,Mira,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2015760,2015760,outlet,Mira,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2016410,2016410,outlet,Mira,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
2016800,2016800,outlet,Mira,,,,Cape Breton Island,Maritime Provinces Drainage Area,Atlantic Ocean
3731600,3731600,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3731420,3731420,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3734090,3734090,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3744380,3744380,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3749160,3749160,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3758520,3758520,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3762140,3762140,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3763170,3763170,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3763720,3763720,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3619230,3619230,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3613080,3613080,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3619920,3619920,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3617100,3617100,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3619220,3619220,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3620390,3620390,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3619110,3619110,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3610310,3610310,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3620070,3620070,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3620540,3620540,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3621110,3621110,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3620860,3620860,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3619440,3619440,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3621490,3621490,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3621610,3621610,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3623420,3623420,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3621400,3621400,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3626730,3626730,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3627010,3627010,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3629090,3629090,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3629690,3629690,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3629720,3629720,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3630230,3630230,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3639130,3639130,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3644680,3644680,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3648930,3648930,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3653460,3653460,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3659240,3659240,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3657200,3657200,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3659510,3659510,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3658570,3658570,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3657730,3657730,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3657110,3657110,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3659390,3659390,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3661920,3661920,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3663600,3663600,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3672700,3672700,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3668230,3668230,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3675620,3675620,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3685340,3685340,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3685360,3685360,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3686680,3686680,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3695680,3695680,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3701020,3701020,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3704480,3704480,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3706540,3706540,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3707410,3707410,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3720800,3720800,outlet, ,,,, ,St. Lawrence Drainage Area,Atlantic Ocean
3720580,3720580,outlet,Malbaie,,,,Lower St. Lawrence,St. Lawrence Drainage Area,Atlantic Ocean
3725010,3725010,outlet,Malbaie,,,,Lower St. Lawrence,St. Lawrence Drainage Area,Atlantic Ocean
3740760,3740760,outlet,Malbaie,,,,Lower St. Lawrence,St. Lawrence Drainage Area,Atlantic Ocean
3749860,3749860,outlet,Lower St. Lawrence - Loup,,,,Lower St. Lawrence,St. Lawrence Drainage Area,Atlantic Ocean
3726700,3726700,outlet,Rimouski,,,,Northern Gaspé Peninsula,St. Lawrence Drainage Area,Atlantic Ocean
3672620,3672620,outlet,Matane,,,,Northern Gaspé Peninsula,St. Lawrence Drainage Area,Atlantic Ocean
3680870,3680870,outlet,Matane,,,,Northern Gaspé Peninsula,St. Lawrence Drainage Area,Atlantic Ocean
3682810,3682810,outlet,Matane,,,,Northern Gaspé Peninsula,St. Lawrence Drainage Area,Atlantic Ocean
3684160,3684160,outlet,Matane,,,,Northern Gaspé Peninsula,St. Lawrence Drainage Area,Atlantic Ocean
3688750,3688750,outlet,Matane,,,,Northern Gaspé Peninsula,St. Lawrence Drainage Area,Atlantic Ocean
3700240,3700240,outlet,Matane,,,,Northern Gaspé Peninsula,St. Lawrence Drainage Area,Atlantic Ocean
3671140,3671140,outlet,Madeleine,,,,Northern Gaspé Peninsula,St. Lawrence Drainage Area,Atlantic Ocean
3671380,3671380,outlet,Madeleine,,,,Northern Gaspé Peninsula,St. Lawrence Drainage Area,Atlantic Ocean
3671490,3671490,outlet,Madeleine,,,,Northern Gaspé Peninsula,St. Lawrence Drainage Area,Atlantic Ocean
3671500,3671500,outlet,Madeleine,,,,Northern Gaspé Peninsula,St. Lawrence Drainage Area,Atlantic Ocean
3672140,3672140,outlet,Madeleine,,,,Northern Gaspé Peninsula,St. Lawrence Drainage Area,Atlantic Ocean
3673150,3673150,outlet,Madeleine,,,,Northern Gaspé Peninsula,St. Lawrence Drainage Area,Atlantic Ocean
3673170,3673170,outlet,Madeleine,,,,Northern Gaspé Peninsula,St. Lawrence Drainage Area,Atlantic Ocean
3664750,3664750,outlet,Madeleine,,,,Northern Gaspé Peninsula,St. Lawrence Drainage Area,Atlantic Ocean
3665460,3665460,outlet,Madeleine,,,,Northern Gaspé Peninsula,St. Lawrence Drainage Area,Atlantic Ocean
3717030,3717030,outlet,Saguenay - Mouth,,,,Saguenay,St. Lawrence Drainage Area,Atlantic Ocean
3679430,3679430,outlet,Lower Betsiamites,,,,Betsiamites - Coast,St. Lawrence Drainage Area,Atlantic Ocean
3686730,3686730,outlet,Portneuf,,,,Betsiamites - Coast,St. Lawrence Drainage Area,Atlantic Ocean
3694470,3694470,outlet,Portneuf,,,,Betsiamites - Coast,St. Lawrence Drainage Area,Atlantic Ocean
3698300,3698300,outlet,Portneuf,,,,Betsiamites - Coast,St. Lawrence Drainage Area,Atlantic Ocean
3699720,3699720,outlet,Portneuf,,,,Betsiamites - Coast,St. Lawrence Drainage Area,Atlantic Ocean
3700020,3700020,outlet,Portneuf,,,,Betsiamites - Coast,St. Lawrence Drainage Area,Atlantic Ocean
3702670,3702670,outlet,Portneuf,,,,Betsiamites - Coast,St. Lawrence Drainage Area,Atlantic Ocean
3707020,3707020,outlet,Portneuf,,,,Betsiamites - Coast,St. Lawrence Drainage Area,Atlantic Ocean
3708070,3708070,outlet,Portneuf,,,,Betsiamites - Coast,St. Lawrence Drainage Area,Atlantic Ocean
3713150,3713150,outlet,Portneuf,,,,Betsiamites - Coast,St. Lawrence Drainage Area,Atlantic Ocean
3710510,3710510,outlet,Portneuf,,,,Betsiamites - Coast,St. Lawrence Drainage Area,Atlantic Ocean
3715210,3715210,outlet,Portneuf,,,,Betsiamites - Coast,St. Lawrence Drainage Area,Atlantic Ocean
3664410,3664410,outlet,Lower Manicouagan,,,,Manicouagan and aux Outardes,St. Lawrence Drainage Area,Atlantic Ocean
3666440,3666440,outlet,Lower Manicouagan,,,,Manicouagan and aux Outardes,St. Lawrence Drainage Area,Atlantic Ocean
3669110,3669110,outlet,Lower aux Outardes,,,,Manicouagan and aux Outardes,St. Lawrence Drainage Area,Atlantic Ocean
3660370,3660370,outlet,Pentecôte,,,,Moisie and St. Lawrence Estuary,St. Lawrence Drainage Area,Atlantic Ocean
3623750,3623750,outlet,Sainte-Marguerite,,,,Moisie and St. Lawrence Estuary,St. Lawrence Drainage Area,Atlantic Ocean
3621540,3621540,outlet,Moisie - Coast,,,,Moisie and St. Lawrence Estuary,St. Lawrence Drainage Area,Atlantic Ocean
3621820,3621820,outlet,Moisie - Coast,,,,Moisie and St. Lawrence Estuary,St. Lawrence Drainage Area,Atlantic Ocean
3618910,3618910,outlet,Magpie,,,,Gulf of St. Lawrence - Romaine,St. Lawrence Drainage Area,Atlantic Ocean
3619690,3619690,outlet,Magpie,,,,Gulf of St. Lawrence - Romaine,St. Lawrence Drainage Area,Atlantic Ocean
3619700,3619700,outlet,Magpie,,,,Gulf of St. Lawrence - Romaine,St. Lawrence Drainage Area,Atlantic Ocean
3619530,3619530,outlet,Magpie,,,,Gulf of St. Lawrence - Romaine,St. Lawrence Drainage Area,Atlantic Ocean
3618680,3618680,outlet,Romaine,,,,Gulf of St. Lawrence - Romaine,St. Lawrence Drainage Area,Atlantic Ocean
3602600,3602600,outlet,Romaine,,,,Gulf of St. Lawrence - Romaine,St. Lawrence Drainage Area,Atlantic Ocean
3621070,3621070,outlet,Romaine,,,,Gulf of St. Lawrence - Romaine,St. Lawrence Drainage Area,Atlantic Ocean
3616910,3616910,outlet,Aguanus,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3619300,3619300,outlet,Aguanus,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3618360,3618360,outlet,Aguanus,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3616400,3616400,outlet,Aguanus,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3618430,3618430,outlet,Aguanus,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3617880,3617880,outlet,Aguanus,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3619000,3619000,outlet,Aguanus,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3620980,3620980,outlet,Aguanus,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3615390,3615390,outlet,Aguanus,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3618930,3618930,outlet,Aguanus,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3621710,3621710,outlet,Aguanus,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3621880,3621880,outlet,Aguanus,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3622490,3622490,outlet,Aguanus,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3622310,3622310,outlet,Aguanus,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3621860,3621860,outlet,Aguanus,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3623930,3623930,outlet,Aguanus,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3624120,3624120,outlet,Natashquan,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3624180,3624180,outlet,Natashquan,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3611930,3611930,outlet,Olomane,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3609660,3609660,outlet,Olomane,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3616230,3616230,outlet,Olomane,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3616000,3616000,outlet,Olomane,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3617980,3617980,outlet,Olomane,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3616990,3616990,outlet,Olomane,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3620090,3620090,outlet,Olomane,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3620130,3620130,outlet,Olomane,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3619970,3619970,outlet,Olomane,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3620420,3620420,outlet,Olomane,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3621310,3621310,outlet,Olomane,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3619010,3619010,outlet,Olomane,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3622180,3622180,outlet,Olomane,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3622240,3622240,outlet,Olomane,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3622230,3622230,outlet,Olomane,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3622170,3622170,outlet,Olomane,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3623870,3623870,outlet,Olomane,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3620590,3620590,outlet,Olomane,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3625180,3625180,outlet,Olomane,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3633250,3633250,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3634810,3634810,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3634920,3634920,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3635440,3635440,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3636630,3636630,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3638790,3638790,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3639920,3639920,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3640080,3640080,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3640480,3640480,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3640170,3640170,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3641910,3641910,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3642140,3642140,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3642620,3642620,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3643460,3643460,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3644430,3644430,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3645250,3645250,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3646180,3646180,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3646780,3646780,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3647210,3647210,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3647900,3647900,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3650420,3650420,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3650480,3650480,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3650790,3650790,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3651280,3651280,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3650740,3650740,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3652550,3652550,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3655580,3655580,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3657220,3657220,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3658040,3658040,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3659360,3659360,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3659770,3659770,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3660950,3660950,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3658380,3658380,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3663490,3663490,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3663570,3663570,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3663930,3663930,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3664490,3664490,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3665000,3665000,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3666330,3666330,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3667680,3667680,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3668150,3668150,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3668740,3668740,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3669230,3669230,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3657990,3657990,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3670040,3670040,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3671150,3671150,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3672150,3672150,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3671290,3671290,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3668510,3668510,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3673010,3673010,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3673030,3673030,outlet,Anticosti Island,,,,Gulf of St. Lawrence - Natashquan,St. Lawrence Drainage Area,Atlantic Ocean
3577550,3577550,outlet,Petit Mécatina - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3578650,3578650,outlet,Petit Mécatina - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3582220,3582220,outlet,Petit Mécatina - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3583190,3583190,outlet,Petit Mécatina - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3583210,3583210,outlet,Petit Mécatina - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3588810,3588810,outlet,Petit Mécatina - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3589200,3589200,outlet,Petit Mécatina - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3591320,3591320,outlet,Petit Mécatina - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3592810,3592810,outlet,Petit Mécatina - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
