FNODE_,FNODE_,type,WSCSSDANAM,,,,WSCSDANAME,WSCMDANAME,OCEAN
3593800,3593800,outlet,Petit Mécatina - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3593760,3593760,outlet,Petit Mécatina - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3594210,3594210,outlet,Petit Mécatina - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3598680,3598680,outlet,Petit Mécatina - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3598770,3598770,outlet,Petit Mécatina - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3599290,3599290,outlet,Petit Mécatina - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3594450,3594450,outlet,Petit Mécatina - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3600100,3600100,outlet,Petit Mécatina - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3600550,3600550,outlet,Petit Mécatina - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3605850,3605850,outlet,Petit Mécatina - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3607580,3607580,outlet,Petit Mécatina - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3559950,3559950,outlet,St-Augustin - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3554220,3554220,outlet,St-Augustin - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3564470,3564470,outlet,St-Augustin - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3562520,3562520,outlet,St-Augustin - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3564210,3564210,outlet,St-Augustin - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3565130,3565130,outlet,St-Augustin - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3566330,3566330,outlet,St-Augustin - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3569230,3569230,outlet,St-Augustin - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3569640,3569640,outlet,St-Augustin - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3572970,3572970,outlet,St-Augustin - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3553160,3553160,outlet,Saint-Paul - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3557070,3557070,outlet,Saint-Paul - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3559620,3559620,outlet,Saint-Paul - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3564980,3564980,outlet,Saint-Paul - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3566560,3566560,outlet,Saint-Paul - Coast,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3532500,3532500,outlet,Strait of Belle Isle - North Shore,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3532670,3532670,outlet,Strait of Belle Isle - North Shore,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3535300,3535300,outlet,Strait of Belle Isle - North Shore,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3534190,3534190,outlet,Strait of Belle Isle - North Shore,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3536780,3536780,outlet,Strait of Belle Isle - North Shore,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3538250,3538250,outlet,Strait of Belle Isle - North Shore,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3538630,3538630,outlet,Strait of Belle Isle - North Shore,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3545210,3545210,outlet,Strait of Belle Isle - North Shore,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3546630,3546630,outlet,Strait of Belle Isle - North Shore,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3547620,3547620,outlet,Strait of Belle Isle - North Shore,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3549030,3549030,outlet,Strait of Belle Isle - North Shore,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3549830,3549830,outlet,Strait of Belle Isle - North Shore,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3549810,3549810,outlet,Strait of Belle Isle - North Shore,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3555620,3555620,outlet,Strait of Belle Isle - North Shore,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3558960,3558960,outlet,Strait of Belle Isle - North Shore,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3559650,3559650,outlet,Strait of Belle Isle - North Shore,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3557970,3557970,outlet,Strait of Belle Isle - North Shore,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3560240,3560240,outlet,Strait of Belle Isle - North Shore,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3558510,3558510,outlet,Strait of Belle Isle - North Shore,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3562030,3562030,outlet,Strait of Belle Isle - North Shore,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3561580,3561580,outlet,Strait of Belle Isle - North Shore,,,,Petit Mécatina and Strait of Belle Isle,St. Lawrence Drainage Area,Atlantic Ocean
3557300,3557300,outlet,Strait of Belle Isle - South Shore,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3557540,3557540,outlet,Strait of Belle Isle - South Shore,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3557790,3557790,outlet,Strait of Belle Isle - South Shore,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3559800,3559800,outlet,Strait of Belle Isle - South Shore,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3561920,3561920,outlet,Strait of Belle Isle - South Shore,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3562420,3562420,outlet,Strait of Belle Isle - South Shore,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3562640,3562640,outlet,Strait of Belle Isle - South Shore,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3563100,3563100,outlet,Strait of Belle Isle - South Shore,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3565050,3565050,outlet,Strait of Belle Isle - South Shore,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3565190,3565190,outlet,Strait of Belle Isle - South Shore,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3566230,3566230,outlet,Strait of Belle Isle - South Shore,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3566920,3566920,outlet,Strait of Belle Isle - South Shore,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3568230,3568230,outlet,Strait of Belle Isle - South Shore,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3569740,3569740,outlet,Strait of Belle Isle - South Shore,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3573360,3573360,outlet,Strait of Belle Isle - South Shore,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3574830,3574830,outlet,Strait of Belle Isle - South Shore,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3576760,3576760,outlet,Strait of Belle Isle - South Shore,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3579180,3579180,outlet,Strait of Belle Isle - South Shore,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3565530,3565530,outlet,Hare Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3565800,3565800,outlet,Hare Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3566180,3566180,outlet,Hare Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3567140,3567140,outlet,Hare Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3567200,3567200,outlet,Hare Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3567590,3567590,outlet,Hare Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3568130,3568130,outlet,Hare Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3572540,3572540,outlet,Hare Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3575390,3575390,outlet,Hare Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3576290,3576290,outlet,Hare Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3576790,3576790,outlet,Hare Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3580230,3580230,outlet,Hare Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3582000,3582000,outlet,Hare Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3583400,3583400,outlet,St. John Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3583640,3583640,outlet,St. John Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3586200,3586200,outlet,St. John Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3592290,3592290,outlet,St. John Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3592700,3592700,outlet,St. John Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3600450,3600450,outlet,St. John Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3601530,3601530,outlet,St. John Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3602470,3602470,outlet,St. John Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3602860,3602860,outlet,St. John Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3585740,3585740,outlet,Canada Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3587080,3587080,outlet,Canada Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3586860,3586860,outlet,Canada Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3589310,3589310,outlet,Canada Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3590210,3590210,outlet,Canada Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3592710,3592710,outlet,Canada Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3596770,3596770,outlet,Canada Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3598650,3598650,outlet,Canada Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3602280,3602280,outlet,Canada Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3598500,3598500,outlet,Canada Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3603180,3603180,outlet,Canada Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3608050,3608050,outlet,Canada Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3607400,3607400,outlet,Canada Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3608690,3608690,outlet,Canada Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3610890,3610890,outlet,Canada Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3606770,3606770,outlet,Portland Creek Pond,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3608420,3608420,outlet,Portland Creek Pond,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3618850,3618850,outlet,Portland Creek Pond,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3622060,3622060,outlet,Portland Creek Pond,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3624020,3624020,outlet,Portland Creek Pond,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3628830,3628830,outlet,Portland Creek Pond,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3628990,3628990,outlet,Portland Creek Pond,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3629290,3629290,outlet,Portland Creek Pond,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3630420,3630420,outlet,Portland Creek Pond,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3630650,3630650,outlet,Portland Creek Pond,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3630930,3630930,outlet,Portland Creek Pond,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3632760,3632760,outlet,Portland Creek Pond,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3633540,3633540,outlet,Portland Creek Pond,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3635350,3635350,outlet,Portland Creek Pond,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3635890,3635890,outlet,Portland Creek Pond,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3636860,3636860,outlet,Portland Creek Pond,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3638330,3638330,outlet,Portland Creek Pond,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3612560,3612560,outlet,Western White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3614280,3614280,outlet,Western White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3614330,3614330,outlet,Western White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3615150,3615150,outlet,Western White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3618450,3618450,outlet,Western White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3618950,3618950,outlet,Western White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3619200,3619200,outlet,Western White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3621580,3621580,outlet,Western White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3625050,3625050,outlet,Western White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3625680,3625680,outlet,Western White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3626300,3626300,outlet,Western White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3628040,3628040,outlet,Western White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3628670,3628670,outlet,Western White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3632130,3632130,outlet,Western White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3633930,3633930,outlet,Western White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3637230,3637230,outlet,Western White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3630000,3630000,outlet,Southern and Eastern White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3632440,3632440,outlet,Southern and Eastern White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3635230,3635230,outlet,Southern and Eastern White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3636410,3636410,outlet,Southern and Eastern White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3637040,3637040,outlet,Southern and Eastern White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3638910,3638910,outlet,Southern and Eastern White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3641210,3641210,outlet,Southern and Eastern White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3642550,3642550,outlet,Southern and Eastern White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3643490,3643490,outlet,Southern and Eastern White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3644210,3644210,outlet,Southern and Eastern White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3644700,3644700,outlet,Southern and Eastern White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3645310,3645310,outlet,Southern and Eastern White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3645550,3645550,outlet,Southern and Eastern White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3647410,3647410,outlet,Southern and Eastern White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3648070,3648070,outlet,Southern and Eastern White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3649410,3649410,outlet,Southern and Eastern White Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3643360,3643360,outlet,Bonne Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3646540,3646540,outlet,Bonne Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3645450,3645450,outlet,Bonne Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3649310,3649310,outlet,Bonne Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3649910,3649910,outlet,Bonne Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3650860,3650860,outlet,Bonne Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3650980,3650980,outlet,Bonne Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3651870,3651870,outlet,Bonne Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3652500,3652500,outlet,Bonne Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3654830,3654830,outlet,Bonne Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3655600,3655600,outlet,Bonne Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3656860,3656860,outlet,Bonne Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3659800,3659800,outlet,Bonne Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3663940,3663940,outlet,Bonne Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3675280,3675280,outlet,Port au Port Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3680690,3680690,outlet,Port au Port Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3683940,3683940,outlet,Port au Port Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3686420,3686420,outlet,Port au Port Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3688180,3688180,outlet,Port au Port Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3691180,3691180,outlet,Port au Port Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3689860,3689860,outlet,Port au Port Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3697310,3697310,outlet,Port au Port Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3697600,3697600,outlet,Port au Port Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3697850,3697850,outlet,Port au Port Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3698680,3698680,outlet,Port au Port Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3698820,3698820,outlet,Port au Port Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3698170,3698170,outlet,Port au Port Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3699770,3699770,outlet,Port au Port Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3699150,3699150,outlet,Port au Port Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3700930,3700930,outlet,Port au Port Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3701270,3701270,outlet,Port au Port Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3663160,3663160,outlet,Humber - Lower,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3660990,3660990,outlet,Humber - Lower,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3665250,3665250,outlet,Humber - Lower,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3670750,3670750,outlet,Humber - Lower,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3672590,3672590,outlet,Humber - Lower,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3675590,3675590,outlet,Humber - Lower,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3677030,3677030,outlet,Humber - Lower,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3674090,3674090,outlet,Humber - Lower,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3679030,3679030,outlet,Humber - Lower,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3678720,3678720,outlet,Humber - Lower,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3679810,3679810,outlet,Humber - Lower,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3681950,3681950,outlet,Humber - Lower,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3627800,3627800,outlet,Western Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3630180,3630180,outlet,Western Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3632860,3632860,outlet,Western Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3632970,3632970,outlet,Western Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3633040,3633040,outlet,Western Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3634560,3634560,outlet,Western Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3634630,3634630,outlet,Western Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3635090,3635090,outlet,Western Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3635430,3635430,outlet,Western Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3637680,3637680,outlet,Western Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3639200,3639200,outlet,Western Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3642650,3642650,outlet,Western Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3644970,3644970,outlet,Western Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3645140,3645140,outlet,Western Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3646100,3646100,outlet,Western Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3646590,3646590,outlet,Western Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3647950,3647950,outlet,Western Notre Dame Bay,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3661090,3661090,outlet,Exploits,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3661170,3661170,outlet,Exploits,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3662100,3662100,outlet,Exploits,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3662140,3662140,outlet,Exploits,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3662200,3662200,outlet,Exploits,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3664640,3664640,outlet,Exploits,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3665440,3665440,outlet,Exploits,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3665470,3665470,outlet,Exploits,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3666550,3666550,outlet,Exploits,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3667120,3667120,outlet,Exploits,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3667560,3667560,outlet,Exploits,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3670980,3670980,outlet,Exploits,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3671310,3671310,outlet,Exploits,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3671610,3671610,outlet,Exploits,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3672100,3672100,outlet,Exploits,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
3672980,3672980,outlet,Exploits,,,,Northern Newfoundland,St. Lawrence Drainage Area,Atlantic Ocean
