COMID,downkm,,Q,W,DA
3539590,10.95445691,0.996869726,1.714495148,9.165711226,54.03635821
3535910,145.0234583,10.94195422,127.1322947,78.92707039,4003.770206
3539300,8.750541448,3.500216579,1.178991117,7.600695017,37.16118989
3539610,2.600534439,5.201068878,0.155972374,2.76453365,4.917958406
3539000,93.58828203,2.19116387,61.25823931,54.78735006,1929.455793
3539280,6.14646802,3.475378416,0.654300467,5.6622189,20.6253977
3537580,27.78786132,6.073413763,8.091793675,19.91225477,254.960753
3538100,17.13388308,4.555351167,3.613898311,13.30717916,113.8852449
3536060,299.3646156,9.915038314,425.5636136,144.4043527,13399.33721
3539670,6.177553735,12.35510747,0.659826068,5.6860775,20.79954878
3537680,1748.111823,5.739892633,8063.084,628.5627383,253740.6818
3539700,5.079454205,10.15890841,0.476140728,4.830206589,15.01015842
3539720,5.42171263,10.84342526,0.530815808,5.099997508,16.7334425
3537080,3100.9374,7.063631543,20963.17889,1013.506668,659585.9279
3535140,41.04581499,19.95510414,15.50449193,27.5630206,488.4670213
3539740,0.846715095,1.69343019,0.024025719,1.085016236,0.757809005
3538510,8.650725492,3.699286995,1.156657772,7.528361761,36.45737987
3539110,94.81215119,2.126815756,62.59946184,55.38387518,1971.692704
3539120,194.2277401,3.040776387,206.8965155,100.6872845,6515.209303
3537970,614.9783055,5.517240968,1413.082735,263.1369491,44482.8517
3539500,10.68087066,2.373378119,1.64371155,8.974512016,51.80583924
3539790,35.09828735,3.297762266,11.9434542,24.19151206,376.2946568
3538220,55.63831459,6.555306727,25.74404062,35.51700987,810.9886734
3535580,83.33974266,12.21908196,50.48924234,49.73904779,1590.319144
3539810,43.43003806,5.483150205,17.03470398,28.89118369,536.6670641
3539820,518.6427298,1.433924426,1063.711263,228.3021066,33486.59475
3537290,72.51559365,7.438555787,40.03846932,44.29317099,1261.191472
3539640,43.35260848,0.762425505,16.98410654,28.84824467,535.0733118
3539370,5.846810148,2.871316649,0.60199415,5.431179738,18.97683948
3539850,11.95331604,0.76957886,1.982948693,9.857204774,62.49566879
3539410,21.29105249,4.252371574,5.19090317,15.94848756,163.5709431
3539800,216.9578473,0.100695315,248.8147036,110.4170298,7834.960613
3539890,2.143922232,4.287844463,0.113048228,2.353585177,3.56472545
3539860,14.74676812,1.739009871,2.814206504,11.74291781,88.68844538
3539910,29.84065951,7.164244471,9.112634313,21.13099812,287.1198306
3539920,93.80316075,3.754450824,61.49288056,54.89217747,1936.844975
3539570,6219.36177,2.222304166,66882.51452,1810.315777,2103953.6
3539780,14.48740248,0.492929271,2.732181315,11.5705179,86.10391707
3539620,3.13049403,2.08699602,0.212483388,3.226714427,6.699432055
3539960,56.74289427,3.470305379,26.601661,36.10375866,838.0004857
3539970,3.913145472,7.826290944,0.308233006,3.886311528,9.717690719
3539980,5.398238355,10.79647671,0.52699014,5.081586056,16.61286373
3539940,30.33166755,1.247095467,9.363957241,21.4204086,295.0370398
3539680,1.944723843,1.296482562,0.096086969,2.169852873,3.029978359
3540000,53.40730877,1.066955205,24.04632254,34.32593487,757.516465
3540010,3.557128205,2.371418803,0.262918537,3.589290784,8.289294453
3540020,0.24631883,0.49263766,0.003067361,0.387686302,0.096785227
3538400,7.924381675,6.160661977,0.999340775,6.997692332,31.49964122
3539600,288.2754798,8.313098773,399.6112931,139.9319598,12582.34241
3540050,1.068729226,2.137458452,0.035420994,1.317432618,1.117155871
3540070,498.8033505,1.66281888,996.7507186,220.9995141,31378.98327
3540080,1.061056115,0.707370743,0.034998074,1.309544052,1.103819628
3538560,3.912263981,4.616374262,0.308117268,3.88558183,9.71404251
3539900,0.668330496,0.445553664,0.016195665,0.890835317,0.510873016
3536160,352.7422253,12.44863462,559.4353181,165.5666953,17613.56768
3540130,0.165545348,0.331090696,0.001581514,0.278377737,0.049907858
3540110,484.037263,1.16874849,948.0500487,215.5329497,29846.09316
3539190,3690.860109,3.090564656,28024.63694,1171.839242,881721.7333
3540150,1.67038595,1.802957747,0.074571686,1.911547181,2.351629004
3540160,33.90761574,0.815203845,11.27570828,23.505525,355.260098
3539750,11.36316983,1.725601682,1.822451475,9.449874192,57.43822527
3540180,0.576680307,0.384453538,0.012665349,0.787783026,0.399531077
3540190,150.3106643,9.711422577,134.9523022,81.3182809,4249.999608
3540200,16.98414987,0.689159946,3.561404869,13.21017935,112.2313079
3540210,4.802509193,9.605018385,0.433656448,4.609681764,13.67108731
3535600,5768.065921,13.37741865,58989.63101,1700.144676,1855705.52
3539550,2.706793894,2.825429175,0.166740504,2.858370985,5.257424711
3538700,4.289983554,4.835511636,0.35928728,4.195840406,11.32697114
3539880,219.767921,1.302775668,254.2100983,111.6077722,8004.826042
3537390,39.0806259,15.63225036,14.28690474,26.45861547,450.1137187
3539340,7319.648865,3.677299166,87749.27846,2073.575329,2760233.967
3540270,6.137388262,5.572028104,0.652690016,5.655246306,20.57464087
3536800,2453.222998,10.79436115,14185.01945,833.7061552,446349.1412
3540100,1.221394052,0.660573448,0.044251391,1.472521028,1.395605149
3540300,15.11931979,0.70130945,2.933719427,11.98967272,92.45414911
3540310,8.056194565,16.11238913,1.027204543,7.094576986,32.37775866
3540330,5.40922304,10.81844608,0.528778966,5.090203271,16.66924462
3540340,144.2219827,0.493188115,125.9632211,78.56333645,3966.959232
3540350,6.99980029,13.99960058,0.812636058,6.310243008,25.61558342
3536930,214.0445197,9.976296858,243.2700627,109.1798199,7660.395718
3540040,388.4510413,3.049950393,656.9947609,179.4233633,20684.58417
3537300,1217.225147,9.269633847,4410.1324,464.8617941,138799.4374
3539840,46.40475109,2.292157699,19.02382801,30.53141943,599.3211874
3539160,281.3233936,5.429109958,383.6758457,137.1135166,12080.68016
3540390,3.797306775,7.594613549,0.293173206,3.79018299,9.242982329
3540410,142.742457,0.493172652,123.8164768,77.89099668,3899.363884
3540420,13.39907692,2.164493037,2.398679018,10.84136854,75.59545807
3540430,0.212652375,0.42530475,0.002400848,0.342989116,0.07575791
3540450,4.584080734,9.168161467,0.401278438,4.43425794,12.65054215
3540480,32.4901716,7.011612528,10.50095757,22.68362671,330.854516
3540260,7590.415656,0.970604465,93226.84726,2137.315025,2932503.957
3539420,291.3874392,4.560909174,406.8283217,141.1898997,12809.53979
3540500,321.1939482,0.321198791,478.5413714,153.1291194,15067.08189
3534570,53.34466263,21.33786505,23.99932144,34.29237161,756.0360849
3535790,80.81291285,13.16084053,47.96326504,48.47886124,1510.769415
3540530,4.408210315,8.816420629,0.375944362,4.292001133,11.85200937
3540030,19.84881762,1.788961986,4.61808538,15.04281169,145.5239005
3540400,0.798372419,0.532248279,0.021782861,1.033131255,0.687077851
3540560,5.71618239,11.43236478,0.57974117,5.329851529,18.2754761
3540580,12.88504272,1.255748232,2.247250285,10.49358204,70.82394395
3540590,2.91390588,5.827811759,0.188546729,3.039537748,5.944856131
3539990,3.790525978,2.395121708,0.292301026,3.78454096,9.215489719
3540060,4.206990751,2.804660501,0.347775431,4.128074139,10.96411026
3540620,11.66771763,0.392967315,1.904600191,9.660507716,60.02683105
3538380,23.49326453,9.713241477,6.1164708,17.31204983,192.7308837
3540630,5.579695095,11.15939019,0.556849662,5.223565202,17.5539827
3540650,2.513530658,1.675687105,0.147371007,2.68722521,4.646796505
3540240,12.37229154,1.658081067,2.10016155,10.14435389,66.18912759
3540670,5.973406,11.946812,0.623879106,5.529021271,19.66659905
3540550,1.317490701,0.505988286,0.050206216,1.568472056,1.583373076
3540280,2898.304131,5.27300412,18729.76315,957.9970742,589325.6328
3539380,18145.59349,5.630354509,398574.8244,4419.294785,12534122.1
3539950,5.732764252,3.117544424,0.582547358,5.342735305,18.36392103
3539870,29.9378354,4.53645111,9.162156626,21.18833818,288.6798922
3540720,10.55154611,7.034364074,1.610668821,8.883848952,50.76459734
3537470,73.22774359,9.419481013,40.6960842,44.65543781,1281.902249
3540460,2.294810703,1.529873802,0.1266203,2.49086224,3.992609197
3540750,2.75069181,5.50138362,0.171272649,2.896956992,5.400299818
3539930,6456.484381,3.412451965,71187.18467,1867.664865,2239342.424
3540780,1.109600282,2.219200563,0.03770778,1.359294382,1.189266274
3540790,0.94212,1.88424,0.028706047,1.186000119,0.905404904
3540800,27.0711763,10.82847052,7.746895399,19.48327166,244.095419
3540570,5.527223082,3.684815388,0.548147539,5.182589066,17.27970826
3540820,0.344840139,0.689680277,0.005374613,0.513182267,0.169569448
3540840,6.38436135,12.7687227,0.697058322,5.844301308,21.97299567
3540740,3.359136575,0.598777942,0.238979046,3.421983818,7.534659723
3539650,26.44944239,4.965065107,7.452580071,19.10958983,234.8235314
3540870,0.315872458,0.631744916,0.004643275,0.476991069,0.146499536
3540760,0.972685188,0.648456792,0.030275278,1.217985476,0.954890201
3540890,5.725762485,11.45152497,0.581361771,5.337295829,18.32655392
3540910,43.3737822,12.92119239,16.99793682,28.85998794,535.5089474
3539690,1942.907678,5.018903564,9615.858619,686.4233914,302596.0277
3539660,396.4511821,5.787405038,679.7051639,182.4980905,21399.45937
3540730,97.80139395,0.683298548,65.9239924,56.83551379,2076.385972
3540850,3.874862019,0.432672946,0.30322253,3.854595175,9.559753166
3540440,4.101085827,2.734057218,0.33330414,4.041274903,10.50796281
3539430,33.04525425,5.553846047,10.8017265,23.0061861,340.3291375
3540960,41.0887195,7.856741111,15.53151773,27.58703262,489.3183122
3540970,67.11877194,9.922865358,35.19550993,41.52806264,1108.66643
3540980,1.142492677,2.284985353,0.039589496,1.392797649,1.248602797
3541000,5.034645217,0.608339602,0.469159398,4.794664797,14.79011391
3537000,26.83188064,13.27928601,7.633078294,19.33961831,240.5098185
3540900,0.997701711,0.665134474,0.031584391,1.244039853,0.996172377
3541020,35.69864915,0.974466528,12.28595252,24.53592618,387.0835595
3541030,2.005833214,4.011666428,0.101172801,2.226537052,3.190323874
3540290,2.865439398,2.627517243,0.183347962,2.997340514,5.78096872
3536830,1206.249504,12.64897504,4344.042205,461.3654387,136719.7622
3537020,28.91450075,11.3274571,8.646058695,20.58292681,272.4215966
3541070,0.729670329,1.459340658,0.018748671,0.958480516,0.591389009
3541090,34.73690516,0.316340487,11.73916246,23.98372282,369.8593181
3541100,1.972199318,3.944398636,0.09836063,2.195374881,3.101662258
3540880,1.621134262,0.648441356,0.070942511,1.864452481,2.237202528
3540940,9.739624838,0.360623819,1.409412783,8.310308438,44.4225344
3541110,2.886311172,1.881912464,0.185579646,3.015526931,5.851321065
3541130,0.990141148,1.980282295,0.031186411,1.236177219,0.983622313
3540380,371.6051717,5.714836078,610.1892996,172.9140702,19211.23356
3540170,13.97615614,3.500370945,2.57335487,11.22917578,81.09942083
3541080,0.573154289,0.382102859,0.012536519,0.783766198,0.395467854
3540360,313.9184308,3.399393973,460.6084928,150.2325402,14502.55714
3541190,35.55418754,0.543599385,12.20318531,24.45314049,384.4763476
3541200,0.949392617,1.898785234,0.029076394,1.193626114,0.91708375
3541210,1.033622417,0.689081611,0.033502686,1.281261733,1.056664243
3541220,5.266809855,10.53361971,0.50577601,4.978255166,15.94422634
3541230,14.59213404,7.604169974,2.765186116,11.64019414,87.14386567
3541240,59.7149743,0.733043977,28.96470357,37.67320633,912.4266305
3541250,5.355289905,10.71057981,0.520019403,5.047865962,16.39315717
3541260,0.39220276,0.78440552,0.00666071,0.571292232,0.210137806
3541280,1.007099253,0.671399502,0.032081879,1.253799048,1.011860305
3541290,2.227955635,4.455911269,0.120530931,2.430229539,3.800632062
3541310,0.377600752,0.755201504,0.006252477,0.553508222,0.197260737
3541270,1.220213837,0.813475891,0.044180134,1.471334966,1.39335824
3540990,5.857047016,1.036463995,0.603752193,5.43910447,19.0322488
3541330,9.346054705,5.941551384,1.315757088,8.02945187,41.47116339
3541320,3.178713599,3.103523634,0.217967325,3.268087963,6.872304723
3541340,34.21580129,0.426634625,11.44706753,23.68346067,360.6580797
3540700,8.317183891,2.051294853,1.083275221,7.285635583,34.14479467
3541170,1.046294499,0.564177561,0.034190184,1.294341142,1.078343749
3541370,0.879739934,1.759479868,0.025608075,1.120176635,0.807709744
3541150,426.3869179,0.981606779,767.39924,193.9138024,24159.84327
3541400,3.830877706,7.661755412,0.297506568,3.818091383,9.379577082
3541420,0.369653018,0.246435345,0.00603464,0.543780598,0.190389366
3541430,1.605702776,3.211405551,0.069820367,1.849648075,2.201821556
3541440,13.76316953,5.752800743,2.508314465,11.08636139,79.05003313
3541450,0.712054303,1.424108605,0.018000214,0.939154139,0.5677846
3540830,3.788714166,2.525809444,0.292068158,3.783033139,9.208149309
3540660,16.07723867,2.43565105,3.250070734,12.61956679,102.4218554
3541480,0.904760886,1.809521772,0.026833677,1.14666916,0.846359578
3541500,3.168706086,6.337412172,0.216824591,3.259509923,6.836281844
3541380,1.473198792,0.982132528,0.060482535,1.721523812,1.907397455
3541510,0.869968861,1.739937721,0.0251357,1.109796973,0.792813123
3540710,39.70360227,5.922180395,14.66856987,26.80969831,462.1360136
3541530,4.179445964,8.358891928,0.343987933,4.105533915,10.84472545
3541550,4.803174773,9.606349546,0.43375664,4.610214244,13.67424532
3541560,1.754433204,3.508866408,0.080930909,1.991385085,2.552130443
3540220,6785.90075,5.22648089,77344.24763,1946.758366,2432989.451
3540250,298.4731267,7.599670879,423.4531208,144.0458362,13332.89796
3539760,179.9676615,12.15304192,182.1996332,94.48694104,5737.631193
3541460,5.268117212,0.432996648,0.505985314,4.979285126,15.95082329
3541600,11.78470576,23.56941152,1.936540823,9.741175511,61.0333137
3539630,106.6151703,6.333301764,76.12242106,61.07371474,2397.540409
3541630,6.073927855,12.14785571,0.641478615,5.606465208,20.22128876
3541360,1.792733402,0.928700246,0.083897496,2.027554515,2.645663674
3540370,1826.505107,3.893357477,8674.817282,651.9708942,272987.9887
3539830,636.5900715,5.813343765,1496.830759,270.8222797,47118.69245
3539530,10.01807534,9.944736243,1.477221869,8.507871155,46.55937929
3541690,3.678654989,7.357309978,0.278062211,3.691212312,8.766655765
3541700,1.917773964,3.835547928,0.09387752,2.144760702,2.960318622
3541140,2.840991186,1.893994124,0.18074763,2.976009723,5.698994785
3541590,5.661921629,0.354612185,0.570596436,5.287648379,17.98725348
3541520,49.2895292,1.405312675,21.03586358,32.10540944,662.695785
3538440,28.7700316,11.50801264,8.574165379,20.49717306,270.1567747
3540770,6673.928566,2.777290877,75228.49288,1919.946914,2366446.747
3541760,1.199860729,2.399721458,0.042958531,1.450850788,1.354838002
3540810,12.60307373,10.4668859,2.165871058,10.30182905,68.25966368
3541770,2.791017674,5.582035348,0.175478754,2.932312904,5.532895951
3541780,29.19142761,1.897860871,8.78453857,20.74710558,276.7840542
3541640,18.65767661,0.547439956,4.165411058,14.28653708,131.2617824
3541800,2.058926064,4.117852128,0.105676262,2.275551987,3.332307268
3541670,726.8341482,0.274496613,1867.028703,302.4638928,58769.80547
3541830,4.767082475,9.534164949,0.428336915,4.581321736,13.5034182
3541840,11.90750526,0.159838387,1.97029636,9.825707182,62.09698258
3541570,7186.881837,0.770198952,85112.10505,2042.17853,2677293.964
3541860,27.71536476,0.351421614,8.056632406,19.86894531,253.8530711
3538890,106.6620284,9.480314392,76.17820087,61.09608697,2399.296927
3541470,20.3210054,1.180580314,4.802672193,15.34049991,151.3394845
3541890,5.542256952,3.952651348,0.550635196,5.194335821,17.35811459
3541710,1.266232658,0.844155105,0.046992476,1.51744237,1.482037756
3541350,10.5441464,1.416888791,1.608786304,8.878655805,50.70527539
3541740,46.29406742,0.524033711,18.94824766,30.47070946,596.9405533
3540640,5.980025869,3.986683913,0.625032092,5.534127981,19.70293818
3540140,3872.670258,6.855874091,30363.50119,1219.758811,955294.1846
3538460,28.39247615,14.58611631,8.387415573,20.27272461,264.2736661
3540485,2.132454063,4.264908125,0.112041972,2.343086989,3.533001079
3541950,3.910237863,7.820475725,0.30785131,3.883904505,9.705659132
3541660,1954.394883,0.903772366,9710.818643,689.8044024,305583.7306
3541970,3.759788797,7.519577594,0.288360508,3.758944649,9.091277646
3541180,353.5109764,2.599272584,561.4692166,165.8673917,17677.5925
3541060,70.85253163,4.58386206,38.51950674,43.44485965,1213.353367
3540510,92.80725533,4.970530086,60.40840748,54.40599201,1902.693354
3542020,1.647010406,0.461221324,0.072840198,1.889224624,2.297035965
3542030,0.169162044,0.338324087,0.00163953,0.283437743,0.051738339
3542050,1.336841217,2.673682434,0.051441471,1.587649867,1.622322711
3542070,59.26455273,1.580950409,28.60141994,37.43620677,900.98476
3540600,45.35819917,4.61397118,18.31401374,29.95641289,576.9633518
3541910,47.34212597,0.524015983,19.66873013,31.04460946,619.6342798
3542090,28.2745024,4.202821678,8.329400159,20.20249014,262.4460238
3541040,5.658231318,2.958066599,0.569976611,5.284775676,17.96771787
3542110,0.749834812,1.499669623,0.019620314,0.980507731,0.61887817
3541390,440.7455143,10.06666408,810.9602024,199.3415409,25531.00875
3542130,6.8744756,13.7489512,0.788527206,6.215933808,24.85576873
3542150,25.31439803,1.483503946,6.927110374,18.42358294,218.2693657
3542160,0.990674902,1.981349804,0.031214441,1.236732626,0.984506222
3541980,7.958784231,5.305856154,1.00658351,7.023004483,31.72789402
3541790,20.38532404,1.812974994,4.828039142,15.38095959,152.1386913
3542180,25.97915386,0.48751204,7.232995406,18.82596013,227.9058594
3541580,658.1174472,2.265258936,1582.158855,278.4345235,49804.2362
3542200,1.062299808,0.708199872,0.035066485,1.31082331,1.105976875
3542210,2.678423512,1.674755709,0.163837389,2.833378207,5.165904149
3541990,384.8755757,0.981976382,646.9449647,178.0457898,20368.23654
3542230,0.507118392,1.014236783,0.010222465,0.707743433,0.322482219
3542250,4.496503073,8.993006145,0.388580283,4.363534561,12.25029612
3542260,1.35545167,2.71090334,0.05264079,1.606050661,1.660139047
3541490,6.415412235,2.566164894,0.702718951,5.867983351,22.15140041
3541120,12.30947878,4.057836427,2.082417625,10.10140899,65.63000661
3542300,4.440941577,8.881883153,0.38060916,4.318547073,11.999045
3539730,3469.014579,7.915996831,25273.29819,1112.83045,795172.8597
3539580,936.9116356,16.29681215,2850.755241,373.7472499,89728.43867
3541650,3.528758823,2.543350596,0.25943236,3.565415214,8.17940192
3542330,1.476444123,2.952888245,0.060704806,1.724684172,1.914405792
3540540,33.67026254,6.232693302,11.1444395,23.36830194,351.1249951
3535290,30.53193266,20.9596135,9.467247311,21.53822458,298.2908865
3542370,204.3691294,12.59957732,225.2167088,105.0505532,7092.007267
3542140,0.847595607,0.565063738,0.024067383,1.085956614,0.759122915
3542380,1.485586566,0.710918181,0.061332719,1.733581039,1.934204261
3541870,170.4115911,4.255038403,166.3594068,90.28627213,5238.893891
3538910,106.6640399,13.77066431,76.18059572,61.09704731,2399.372341
3541610,5.445742757,3.630495171,0.534743525,5.118831185,16.85723752
3542010,105.9829256,1.498690126,75.37139661,60.77169106,2373.890491
3542420,2.162031513,4.324063026,0.114644519,2.370143761,3.615051831
3542060,3.89523893,2.596825953,0.305885337,3.871483115,9.643688811
3542460,4.131031298,0.955190823,0.337371045,4.06585553,10.63615549
3542290,18.89778499,1.003103146,4.255154047,14.43961732,134.0892782
3542040,2.740076915,1.826717943,0.170172281,2.887636022,5.365610976
3542440,8.510618989,6.633934165,1.125598601,7.426596224,35.47858133
3542480,0.833256032,1.666512063,0.023392466,1.070621713,0.737838767
3542500,49.10891315,6.826359437,20.90752231,32.00732093,658.6533572
3542510,3.661973165,7.323946329,0.275963395,3.677255271,8.700496826
3542410,109.9687767,0.478251494,80.15569619,62.67079953,2524.548386
3541300,9.198606138,6.132404092,1.281335695,7.923726967,40.38643299
3542540,1.529417719,3.058835438,0.06437887,1.776109406,2.030250751
3542550,2.052821246,1.368547497,0.105154449,2.269926868,3.315855793
3542570,1.934487929,3.868975858,0.09524537,2.160329403,3.00344437
3542590,1.904123561,3.808247121,0.092766268,2.132028882,2.92528287
3542520,115.3779532,0.710869885,86.83545197,65.22987925,2734.891625
3542240,5.16271266,2.065085064,0.489221867,4.89610779,15.4224612
3542620,4.902705532,9.805411063,0.44884336,4.689704111,14.14976944
3541680,20.32027081,3.553218229,4.802382783,15.34003769,151.3303664
3542490,0.629313833,0.419542555,0.01465042,0.847272424,0.462138438
3542560,3.496734059,1.519278129,0.255519395,3.538424844,8.056055724
3538200,2543.974289,15.53193014,15070.51215,859.3340999,474207.0941
3542280,10.98028187,1.431244581,1.721238282,9.183717974,54.24884571
3542270,2.034755504,1.356503669,0.103616329,2.253264325,3.267362625
3542600,0.681522785,0.454348523,0.016732087,0.905467969,0.527790719
3541730,58.78969204,3.105932209,28.22041439,37.18602298,888.9846977
3541900,14.21059806,3.082236935,2.645715295,11.38595843,83.37944758
3540950,54.83136394,4.69529705,25.12463354,35.08713501,791.4795829
3542700,0.754471668,1.508943336,0.019822986,0.985558896,0.62526984
3542630,25.89817837,0.496160442,7.195452274,18.77703814,226.7231178
3542580,2.505549711,1.670366474,0.146591791,2.680111522,4.622231252
3542720,3.599422894,0.517379891,0.268150439,3.624827104,8.454215856
3542730,8.092536786,5.395024524,1.034940724,7.121242551,32.62156107
3542450,5.915131729,2.613010039,0.613766245,5.484026442,19.3478673
3542100,8.089851547,1.905173858,1.034368322,7.11927298,32.60352207
3542760,68.74582103,0.348618651,36.62923919,42.36546613,1153.820932
3542610,118.264637,0.797278352,90.48725927,66.58735394,2849.884551
3542780,7.301921305,14.60384261,0.871942882,6.536451731,27.48468062
3542470,21.06277574,1.32067205,5.098457722,15.80583526,160.6584071
3542320,9.987187686,10.37350713,1.469637228,8.486001659,46.32036795
3542800,5.937559245,11.87511849,0.617650466,5.501351912,19.47028821
3542650,3257.499671,4.548373958,22757.08194,1055.981541,716018.7532
3542170,52.40281855,6.150244279,23.2971345,33.78697368,733.919437
3542820,8.0068118,16.0136236,1.016729673,7.058310986,32.04764709
3542770,121.4362487,0.762275014,94.56860847,68.07247472,2978.402468
3540320,26.07013947,10.42805579,7.275272809,18.88089955,229.2377457
3542670,67.84402399,0.76160877,35.8317605,41.90174536,1128.704826
3541160,18.2442152,5.03574717,4.012675097,14.02216387,126.4495674
3542870,115.442683,10.82127506,86.91667809,65.26038022,2737.449387
3542880,1.636128042,3.272256083,0.072039673,1.878814508,2.271795705
3542890,0.594811842,0.396541228,0.013336108,0.808374485,0.420686417
3541940,10.61784227,2.895532007,1.627574108,8.930348888,51.29731695
3542900,4.826778255,2.895532007,0.43731574,4.629089681,13.78642623
3542910,6.26082396,12.52164792,0.674719107,5.749890109,21.26893327
3541920,20.36749004,3.564819808,4.821000144,15.36974323,151.9169219
3542930,0.362610183,0.241740122,0.005844196,0.535131397,0.184382051
3541010,56.11441897,16.06668073,26.11231964,35.77015044,822.588095
3542950,2.990322827,5.980645653,0.196861298,3.105833799,6.206965299
3542960,10.63794567,13.23643207,1.63271435,8.94443979,51.45929617
3542740,17.40288897,2.2776275,3.708976662,13.48109255,116.8809151
3542990,1.591820872,3.183641743,0.068817031,1.836310032,2.170186485
3542970,42.3188322,16.708447,16.31435644,28.27372395,513.9769888
3540690,21922.23776,7.148346574,546252.468,5173.622612,17177218.32
3541960,1986.371382,3.400248719,9977.117354,699.1986487,313962.1912
3542980,21.51529514,1.391929833,5.282360946,16.08837115,166.4523528
3542840,42.56033042,1.696214518,16.46984951,28.40814366,518.8748472
3541750,6859.13033,5.895862303,78740.61918,1964.253125,2476906.62
3538690,28.17021446,16.90672565,8.278249211,20.14036274,260.8346288
3543050,21.27616956,3.264614665,5.184855773,15.93919486,163.3804173
3543060,0.951075252,0.634050168,0.02916235,1.19538912,0.91979436
3543070,1.666726822,3.333453644,0.074299571,1.908056336,2.343049351
3543090,0.182952179,0.365904357,0.001868336,0.302569796,0.058957364
3541810,7.294461899,4.862974599,0.87045851,6.530885622,27.43789986
3542640,5.961229505,1.731542545,0.621760546,5.519625599,19.59982747
3542430,3.30696347,2.204642313,0.232823662,3.377626305,7.34062396
3543130,1.700639795,3.40127959,0.076836766,1.940361186,2.423045574
3543140,19.96531321,3.071555232,4.663356484,15.11636424,146.9502137
3543150,8.165076867,5.443384578,1.050451713,7.174408265,33.11038226
3543030,45.29841036,0.387516327,18.27378909,29.92349688,575.6963452
3543170,5.948611199,3.965740799,0.619568159,5.509885641,19.53072902
3542530,13.702193,2.874769624,2.489816696,11.0454071,78.46717676
3543190,32.52734201,12.68406398,10.52099193,22.70525499,331.4856265
3543200,0.287130584,0.574261168,0.003960561,0.440530945,0.12496288
3541540,12.68293423,5.073173692,2.188797672,10.35621002,68.98208886
3543080,3.014797222,2.009864815,0.199554522,3.127006812,6.291866308
3540520,139.5182725,8.428278551,119.1895935,76.42179062,3753.674742
3543230,0.660256561,1.320513121,0.015870822,0.881856158,0.500628073
3543120,4.667960902,0.517352551,0.413593181,4.501784742,13.03870083
3543250,6.099211975,12.19842395,0.645936185,5.625910867,20.36177909
3540090,12.24670518,12.05250813,2.064744996,10.05845439,65.07313135
3540680,5.611392563,8.081815437,0.562133009,5.248287096,17.72050344
3543020,24.55417704,1.901974292,6.583810529,17.96125597,207.4540777
3543280,3.127825879,6.255651758,0.212181577,3.224422006,6.689917916
3543110,8.913506026,0.709925406,1.215819948,7.718495802,38.32180344
3543260,0.422278551,0.281519034,0.007533762,0.607580715,0.237676307
3542830,125.1447181,2.08101374,99.43172851,69.80082161,3131.536329
3543320,2.492478302,4.984956603,0.145319144,2.668452373,4.582110219
3543300,0.632053178,0.13803022,0.014756882,0.850345342,0.465496111
3543340,7.97613472,15.95226944,1.010244225,7.035763428,31.84326035
3542120,539.273279,5.788911818,1135.177435,235.8467603,35735.99644
3543360,0.15823968,0.10549312,0.001466888,0.268099854,0.046291257
3542850,76.68810615,2.462445664,43.95212815,46.40748086,1384.446504
3542710,27.79645692,2.308075766,8.095966656,19.91738854,255.0922139
3543290,10.09526786,0.233747452,1.49624517,8.562477056,47.15885098
3542920,26.69449137,1.959543235,7.568036223,19.25704481,238.4607824
3543410,17.90760053,1.157507801,3.890018378,13.80619066,122.5850281
3539440,51.69666235,13.38925396,22.77614961,33.4070551,717.5099981
3542360,350.2022186,3.928967393,552.7361966,164.5723963,17402.6866
3543430,17.27232746,0.037679441,3.662707181,13.39674034,115.4230865
3543160,46.44880424,1.138238778,19.05394319,30.55557587,600.2697565
3540920,2566.775528,8.606100716,15296.35392,865.7490064,481312.1183
3542680,22.50640112,7.344895329,5.694197214,16.70376196,179.4272916
3543210,21.57657105,0.855917523,5.307463524,16.12655303,167.2432168
3543390,10.58737559,0.282973108,1.619796442,8.90898567,51.05222717
3542000,90.53312206,7.274146438,57.96107199,53.29251849,1825.622821
3542810,3474.181856,3.455197078,25336.08505,1114.211904,797147.9645
3543490,3.710421477,2.473614318,0.28207647,3.717761026,8.893193106
3541850,7257.810162,7.491938071,86516.96054,2058.96359,2721477.204
3543510,1.114243114,2.228486227,0.037971163,1.364033357,1.197571625
3543530,6.886911465,13.77382293,0.790906514,6.225304746,24.93075518
3543540,7.434468914,0.43882029,0.898487372,6.635200164,28.32124177
3543460,31.80753266,0.874577473,10.13574768,22.28568231,319.349853
3540230,9.779666036,11.32031511,1.419085164,8.338775272,44.72733801
3543570,1.047938516,2.095877031,0.034279785,1.296036065,1.081169243
3543580,101.0934188,3.575450684,69.66447337,58.4256724,2194.176859
3543590,8.046215505,16.09243101,1.025084363,7.087251497,32.31094203
3543610,0.272190186,0.544380372,0.00362302,0.421340681,0.114314661
3543620,6.56624261,13.13248522,0.730475451,5.98274996,23.02619186
3543640,4.519123537,9.038247073,0.391844437,4.381823523,12.35318251
3543660,2.929563019,5.859126037,0.190238605,3.053144552,5.998191144
3543680,0.590655297,1.181310594,0.013181118,0.803663363,0.415798147
3543100,10.77362284,2.095347275,1.667575008,9.039423399,52.55782184
3543710,1.487291055,2.97458211,0.061450071,1.735238733,1.937904434
3542390,177.7593551,6.084883862,178.4880035,93.51958175,5620.769439
